"","cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers"
"677","Lyburn Garlic and Nettle","https://www.cheese.com/lyburn-garlic-and-nettle/","cow","England, Great Britain, United Kingdom","Landford",NA,"semi-soft, artisan",NA,NA,"creamy, open, smooth","washed","pale yellow","garlicky, herbaceous, pronounced, spicy, strong","aromatic, rich, strong",TRUE,FALSE,NA,NA,"Lyburn Farm"
"678","Lyburn Gold","https://www.cheese.com/lyburn-gold/","cow","England, Great Britain, United Kingdom","Landford","Gouda","semi-hard, artisan",NA,NA,"creamy, open, smooth","washed","brownish yellow","nutty",NA,TRUE,FALSE,NA,NA,"Lyburn Farm"
"679","Lyburn Lightly Oak Smoked","https://www.cheese.com/lyburn-lightly-oak-smoked/","cow","England, Great Britain, United Kingdom","Landford","Gouda","semi-hard, artisan",NA,NA,"smooth","washed","pale yellow","smokey , smooth, subtle","smokey",TRUE,FALSE,NA,NA,"Lyburn Farm"
"680","Lyburn's Winchester","https://www.cheese.com/lyburns-winchester/","cow","England, Great Britain, United Kingdom","Landford","Gouda","hard, artisan",NA,NA,"creamy","natural","brownish yellow","creamy, nutty",NA,TRUE,FALSE,NA,NA,"Lyburn Farm"
"681","Maasdam","https://www.cheese.com/maasdam/","cow","Netherlands","All Holland","Gouda","semi-hard","45%",NA,"creamy, open, supple",NA,"pale yellow","buttery, nutty, sweet","fruity",FALSE,FALSE,NA,"Maasdammer",NA
"682","Macadamia Nut Cheese","https://www.cheese.com/macadamia-nut-cheese/","","United States","Brooklyn NY",NA,"firm, artisan",NA,NA,"firm, spreadable",NA,"brown","creamy, nutty, sweet","nutty",TRUE,FALSE,NA,"Aged Macadamia Cheese","Dr. Cow Tree Nut Cheese"
"683","Macconais","https://www.cheese.com/macconais/","cow, goat","France","Bourgogne","Blue","soft, artisan, soft-ripened",NA,NA,"creamy, firm, smooth","bloomy","cream","salty, tangy","herbal",FALSE,FALSE,"Chevreton de Macon",NA,NA
"684","Madrona","https://www.cheese.com/madrona/","goat","United States","Oregon",NA,"semi-soft, artisan",NA,NA,"creamy","natural","ivory","mild","fruity, herbal",NA,NA,NA,NA,"Briar Rose Creamery"
"685","Maffra Aged Rinded Cheddar","https://www.cheese.com/maffra-aged-rinded-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","hard, artisan",NA,NA,"buttery, crumbly, firm","cloth wrapped","straw","earthy, meaty, sweet","grassy",FALSE,FALSE,"Maffra Cloth Bound Cheddar",NA,"Maffra Cheese Company Pty Ltd"
"686","Maffra Cheshire","https://www.cheese.com/maffra-cheshire/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"crumbly","natural","pale yellow","mellow, salty, sharp, tart",NA,TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd"
"687","Maffra Dargo Walnut","https://www.cheese.com/maffra-dargo-walnut/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"crumbly, dense, firm, flaky","natural","golden yellow","mild, nutty, sweet","nutty, sweet",NA,NA,"Maffra Dargo Walnut Red Leicester",NA,"Maffra Cheese Company Pty Ltd"
"688","Maffra Mature Cheddar","https://www.cheese.com/maffra-mature-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","hard, artisan",NA,NA,"creamy, crumbly, firm, smooth","waxed","yellow","acidic, salty, smooth",NA,TRUE,FALSE,"Mature Cheddar Red Wax, Maffra Red Wax Cheddar",NA,"Maffra Cheese Company Pty Ltd"
"689","Maffra Peppercorn Cheddar","https://www.cheese.com/maffra-peppercorn-cheddar/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"creamy, firm","natural","yellow","creamy, spicy","spicy",NA,NA,NA,NA,"Maffra Cheese Company Pty Ltd"
"690","Maffra Red Leicester","https://www.cheese.com/maffra-red-leicester/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"buttery, creamy, dense, smooth",NA,"brownish yellow","creamy, mellow, smooth",NA,TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd"
"691","Maffra Sage Derby","https://www.cheese.com/maffra-sage-derby/","cow","Australia","Gippsland, Victoria","Cheddar","semi-hard, artisan",NA,NA,"firm, smooth",NA,"pale yellow","creamy, herbaceous, smooth","herbal, sweet",TRUE,FALSE,NA,NA,"Maffra Cheese Company Pty Ltd"
"692","Maffra Wensleydale","https://www.cheese.com/maffra-wensleydale/","cow","Australia","Gippsland, Victoria",NA,"hard, artisan",NA,NA,"crumbly","natural","pale yellow","creamy, lemony",NA,NA,NA,NA,NA,"Maffra Cheese Company Pty Ltd"
"693","Maggie's Round","https://www.cheese.com/maggies-round/","cow","United States","Massachusetts","Tomme","semi-hard, artisan",NA,NA,"firm, smooth","natural","blue-grey","buttery, citrusy, nutty, sharp","earthy, fruity, herbal",TRUE,FALSE,NA,NA,"Cricket Creek Farm"
"694","Magna","https://www.cheese.com/magna/","cow","Sweden","Oviken","Blue","firm, artisan, blue-veined","34%",NA,"","mold ripened","ivory","full-flavored, salty, sharp",NA,NA,NA,NA,NA,"Oviken cheese"
"695","Mahoe Aged Gouda","https://www.cheese.com/mahoe-aged-gouda/","cow","Netherlands",NA,"Gouda",NA,NA,NA,"firm",NA,"yellow","nutty",NA,NA,NA,NA,NA,"Mahoe Farmhouse Cheese"
"696","Mahón","https://www.cheese.com/mahon/","cow","Spain","Menorca, Balearic Islands",NA,"semi-hard, artisan",NA,NA,"crumbly, dense","washed","pale yellow","buttery, salty","nutty, sweet",FALSE,FALSE,"Mahon Reserva, Aged Mahon, Artesano Mahón, Artisanal Mahón, formatge de Maó, queso de Mahón",NA,NA
"697","Maida Vale","https://www.cheese.com/maida-vale/","cow","England",NA,NA,"semi-soft",NA,NA,"buttery, soft, supple","washed","pink and white","grassy, meaty, nutty, savory, umami, vegetal","barnyardy, earthy, grassy, stinky, yeasty",TRUE,FALSE,NA,NA,"Village Maid Cheese"
"698","Maisie's Kebbuck","https://www.cheese.com/maisies-kebbuck/","cow","Great Britain, Scotland, United Kingdom","Lanarkshire",NA,"semi-hard, artisan","29.8%",NA,"creamy, crumbly","natural","white",NA,"fresh",TRUE,FALSE,NA,NA,"Errington Cheese Ltd."
"699","Majorero","https://www.cheese.com/majorero/","goat","Spain","Canary Islands",NA,"semi-hard",NA,NA,"buttery, creamy","natural","pale white","acidic","milky, nutty",FALSE,FALSE,"Queso Majorero, Queso Fuerteventura, Majorero PDO, Majorero DOP",NA,NA
"700","Malvarosa®","https://www.cheese.com/malvarosa/","sheep","Spain","Valencia",NA,"semi-firm, artisan",NA,NA,"firm, smooth","natural","straw","buttery, sweet","fresh, rich",FALSE,FALSE,"Malvarosa",NA,NA
"701","Malvern","https://www.cheese.com/malvern/","sheep","England, Great Britain, United Kingdom","Severn Valley",NA,"semi-hard, artisan","50%",NA,"creamy, dense",NA,"ivory","butterscotch, herbaceous, sweet",NA,TRUE,FALSE,NA,NA,NA
"702","Mamirolle","https://www.cheese.com/mamirolle/","cow","Canada, France","Plessisville, Quebec",NA,"semi-soft, artisan","23%",NA,"chewy, supple","washed","ivory","buttery, fruity, salty, sweet","earthy, pungent",FALSE,FALSE,NA,NA,"Eco-Delices Inc."
"703","Manchego","https://www.cheese.com/manchego/","sheep","Spain",NA,NA,"hard",NA,NA,"compact, firm",NA,"pale yellow","buttery, nutty",NA,NA,NA,"Queso Manchego",NA,NA
"704","Mandolin","https://www.cheese.com/mandolin/","cow","Australia","South Australia",NA,"semi-hard, artisan, smear-ripened","45%",NA,"crumbly, soft, supple","leaf wrapped","pale yellow","creamy, grassy, smooth","grassy, herbal",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights"
"705","Mango Rebel","https://www.cheese.com/mango-rebel/","cow","Austria","Sulzberg",NA,"semi-hard, artisan","50%",NA,"creamy, firm","natural","pale yellow","fruity, spicy","fresh, fruity",NA,NA,"Mangorebell",NA,"Sulzberger Käserebellen Sennerei GmbH"
"706","Manon","https://www.cheese.com/manon/","goat","Australia","South Australia",NA,"fresh soft, artisan","45%",NA,"creamy, smooth","leaf wrapped","white","creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights"
"707","Manouri","https://www.cheese.com/manouri/","goat, sheep","Greece","Central and Western Macedonia, Thessalia","Feta","semi-soft, whey","36-38%",NA,"creamy","rindless","white","mild, milky","clean, nutty, subtle",NA,NA,"Manoypi",NA,NA
"708","Manteca","https://www.cheese.com/manteca/","cow","Italy","Basilicata",NA,"semi-soft, artisan",NA,NA,"dense, elastic, stringy","natural","pale yellow","buttery","floral, fruity",FALSE,FALSE,"Butirro , Burrino, Burriello",NA,"Casa Madaio"
"709","Manur","https://www.cheese.com/manur/","cow, sheep","Serbia",NA,NA,"hard, artisan","40%",NA,"creamy","natural",NA,"salty",NA,FALSE,FALSE,NA,NA,NA
"710","Marble Cheddar","https://www.cheese.com/marble-cheddar/","cow","United Kingdom",NA,"Cheddar","hard, processed",NA,NA,"firm, smooth","rindless",NA,"creamy","rich",NA,NA,NA,NA,NA
"711","Marble Cheese","https://www.cheese.com/marbled-cheeses/","cow","United Kingdom",NA,NA,"hard, processed",NA,NA,"firm","rindless","golden orange","mild, smooth, sweet, tangy",NA,FALSE,FALSE,NA,"Marble Cheddar, Marbled Cheese",NA
"712","Marco Polo","https://www.cheese.com/marco-polo/","cow","United States","Seattle, Washington","Cheddar","hard, artisan",NA,NA,"creamy, crumbly","cloth wrapped","ivory","creamy","clean, rich",NA,NA,NA,NA,"Beecher's"
"713","Maredsous","https://www.cheese.com/maredsous/","cow","Belgium",NA,NA,"soft",NA,NA,"",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"714","Margot","https://www.cheese.com/margotin/","cow","Italy","Piemonte",NA,"semi-soft",NA,NA,"firm","natural","cream","bitter, full-flavored",NA,FALSE,FALSE,NA,NA,NA
"715","Maribo","https://www.cheese.com/maribo/","cow","Denmark","Maribo","Gouda","semi-hard, artisan","35-40%",NA,"creamy, firm, open","waxed","pale yellow","tangy","strong",FALSE,FALSE,NA,NA,NA
"716","Marin French Triple Crème","https://www.cheese.com/marin-french-triple-creme/","cow","United States","Petaluma, California","Brie","soft",NA,NA,"fluffy, smooth","bloomy",NA,"sweet","rich, sweet",NA,NA,"3 Triple Crème Brie, Truffle Brie, Triple Crème Brie with Truffles",NA,"Marin French Cheese"
"717","Marisa","https://www.cheese.com/marisa/","sheep","United States","Wisconsin",NA,"semi-soft, artisan",NA,NA,"dense, firm",NA,"white","mellow, sweet","pleasant",TRUE,FALSE,NA,NA,"Carr Valley Cheese Company"
"718","Maroilles","https://www.cheese.com/maroilles/","cow","France",NA,NA,"soft, artisan",NA,NA,"creamy, smooth","washed",NA,"sweet",NA,FALSE,FALSE,NA,"Marolles",NA
"719","Martha's Heat","https://www.cheese.com/marthas-heat/","cow","Australia","Mornington Peninsula, Melbourne","Cheddar","hard, artisan",NA,NA,"",NA,"brownish yellow","smokey , spicy","smokey, spicy",TRUE,FALSE,NA,NA,"BoatShed Cheese"
"720","Mascares","https://www.cheese.com/mascares/","goat, sheep","France","Provencale","Tomme","fresh soft, artisan",NA,NA,"smooth","leaf wrapped","white",NA,"earthy, floral",FALSE,FALSE,NA,NA,NA
"721","Mascarpone","https://www.cheese.com/mascarpone/","cow","Italy","Lombardy",NA,"fresh soft",NA,NA,"buttery, creamy, smooth, spreadable","rindless","white","buttery, creamy, mild","fresh",NA,NA,"Mascarpone Australian",NA,NA
"722","Mastorazio","https://www.cheese.com/mastorazio/","sheep","Italy","Campania",NA,"hard, artisan",NA,NA,"compact, dense","natural","pale yellow","herbaceous, nutty, sharp, spicy","herbal, milky",FALSE,FALSE,NA,NA,"Casa Madaio"
"723","Matocq","https://www.cheese.com/matocq/","cow, sheep","France",NA,NA,"semi-hard, processed","50%",NA,"chewy",NA,"cream","acidic, nutty","nutty",FALSE,FALSE,NA,NA,NA
"724","Mature Wensleydale","https://www.cheese.com/mature-wensleydale/","cow","England, United Kingdom","North Yorkshire",NA,"hard, artisan","48%",NA,"crumbly","cloth wrapped","pale yellow","strong","rich, ripe",FALSE,FALSE,NA,"Ryp Wensleydale","Wensleydale Creamery"
"725","May Hill Green","https://www.cheese.com/may-hill-green/","cow","England, Great Britain, United Kingdom","Gloucestershire",NA,"semi-soft, artisan",NA,NA,"runny","leaf wrapped","cream","creamy, milky","strong",TRUE,FALSE,NA,"Mayhill Green","Charles Martell & Son Limited"
"726","Maytag Blue","https://www.cheese.com/maytag-blue/","cow","United States","Iowa","Blue","semi-hard, blue-veined",NA,NA,"crumbly, dense","rindless","cream","lemony, savory, tangy","pungent, strong",NA,NA,NA,NA,"Maytag Dairy Farms"
"727","McLaren","https://www.cheese.com/mclaren/","cow","Australia","South Australia","Camembert","soft, artisan, soft-ripened","35%",NA,"chalky, creamy, soft, soft-ripened","bloomy","pale yellow","creamy, mushroomy, smooth","mushroom, rich, strong",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights"
"728","Medallion","https://www.cheese.com/medallion/","cow","United States","Maine",NA,"soft, artisan",NA,NA,"creamy, smooth","bloomy","pale yellow","mushroomy, sweet","rich",TRUE,FALSE,NA,NA,"Lakin's Gorges Cheese LLC"
"729","Meira","https://www.cheese.com/meira/","sheep","Iraq",NA,NA,"semi-hard",NA,NA,"",NA,NA,NA,NA,FALSE,FALSE,"Mira",NA,NA
"730","Melange","https://www.cheese.com/melange/","cow, goat","United States","California","Brie","soft, soft-ripened",NA,NA,"firm, soft-ripened","bloomy","cream","piquant, spicy, sweet, tart","goaty",NA,NA,NA,NA,"Andante Dairy"
"731","Melange Brie","https://www.cheese.com/melange-brie/","cow, goat","United States","California","Brie","soft, soft-ripened",NA,NA,"creamy, smooth, soft-ripened","bloomy","ivory","buttery, creamy, mild, piquant, sweet, tangy","earthy, goaty, mushroom",TRUE,FALSE,NA,NA,"Marin French Cheeese Co."
"732","Melinda Mae","https://www.cheese.com/melinda-mae/","cow","United States","Lebanon, CT","Brie","soft, artisan, soft-ripened",NA,NA,"creamy, fluffy, runny, smooth, soft","bloomy","ivory","buttery, mild, piquant, pungent, savory, subtle, sweet","fruity, musty, yeasty",NA,NA,NA,NA,"The Mystic Cheese Company"
"733","Melville","https://www.cheese.com/melville/","goat","United States","Lebanon, CT",NA,"fresh soft, artisan, soft-ripened",NA,NA,"elastic, oily, soft, supple",NA,"white","acidic, buttery, mild, sweet, tart","fresh",NA,NA,NA,NA,"The Mystic Cheese Company"
"734","Menage","https://www.cheese.com/menage/","cow, goat, sheep","United States","Wisconsin",NA,"semi-hard",NA,NA,"creamy, dry, firm","waxed","ivory","full-flavored, strong","pleasant",TRUE,FALSE,NA,NA,"Carr Valley Cheese Company"
"735","Menallack Farmhouse","https://www.cheese.com/menallack-farmhouse/","cow","England",NA,NA,"hard",NA,NA,"",NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"736","Menonita","https://www.cheese.com/menonita/","cow","Mexico",NA,"Cheddar","semi-soft",NA,NA,"firm","natural","pale yellow","buttery, mild",NA,NA,NA,"Queso Chihuahua, Chihuahua cheese, Queso menonita, Campresino Menonita",NA,NA
"737","Meredith Ashed Pyramids","https://www.cheese.com/meredith-ashed-pyramids/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","ash coated","white","creamy, smooth","fresh",NA,NA,NA,NA,"Meredith Dairy"
"738","Meredith Blue","https://www.cheese.com/meredith-blue/","sheep","Australia","Ballarat, Victoria","Blue","soft, semi-soft, artisan, blue-veined",NA,NA,"creamy","natural","blue","mild, mushroomy, sweet","fresh, goaty",FALSE,FALSE,NA,NA,"Meredith Dairy"
"739","Meredith Chevre Ash","https://www.cheese.com/meredith-chevre-ash/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","ash coated","white","creamy, smooth","clean, fresh",TRUE,FALSE,NA,NA,"Meredith Dairy"
"740","Meredith Chevre Dill","https://www.cheese.com/meredith-chevre-dill/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","rindless","white","herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE,NA,NA,"Meredith Dairy"
"741","Meredith Chevre Plain","https://www.cheese.com/meredith-chevre-plain/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft","rindless","white","acidic, smooth","clean, fresh",TRUE,FALSE,NA,NA,"Meredith Dairy"
"742","Meredith Goat Cheese in Extra Virgin Olive Oil","https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/","goat","Australia","Victoria",NA,"fresh soft, artisan",NA,NA,"creamy, soft",NA,"white","garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",NA,NA,NA,NA,"Meredith Dairy"
"743","Merry Wyfe","https://www.cheese.com/merry-wyfe/","cow","United Kingdom","South West England",NA,"semi-hard",NA,NA,"creamy, springy","washed","orange",NA,"aromatic",TRUE,FALSE,NA,NA,"The Bath Soft Cheese Co."
"744","Mersey Valley Original Vintage","https://www.cheese.com/mersey-valley-original-vintage/","cow","Australia","Tasmania","Cheddar","hard",NA,NA,"creamy, crumbly, spreadable","natural","yellow","buttery, full-flavored, sharp","strong",NA,NA,NA,"Mersey Valley Vintage","Mersey Valley - National Foods"
"745","Metronome","https://www.cheese.com/metronome/","cow, goat","United States","California",NA,"semi-soft, soft-ripened",NA,NA,"creamy, firm","natural","pale yellow","buttery, tart","goaty, grassy, rich",NA,NA,NA,NA,"Andante Dairy"
"746","Mettowee","https://www.cheese.com/mettowee/","goat","United States","Vermont",NA,"fresh soft, artisan",NA,NA,"creamy, smooth","natural","white","acidic, creamy, tangy, tart","clean, fresh, subtle",TRUE,FALSE,NA,NA,"Consider Bardwell Farm"
"747","Meyer Vintage Gouda","https://www.cheese.com/meyer-vintage-gouda/","cow","New Zealand","Hamilton","Gouda","semi-hard, artisan",NA,NA,"crumbly",NA,NA,"nutty, sharp, spicy","aromatic",FALSE,FALSE,NA,NA,NA
"748","MezzaLuna Fontina","https://www.cheese.com/mezzaluna-fontina/","cow","United States","Wisconsin",NA,"semi-hard",NA,NA,"creamy","washed",NA,"earthy, mild, mushroomy, yeasty","rich",NA,NA,NA,NA,"Emmi Roth USA"
"749","Mezzo Secco","https://www.cheese.com/mezzo-secco/","cow","United States","Sonoma, California","Monterey Jack","semi-hard, artisan",NA,NA,"creamy, smooth","natural","ivory","milky","spicy",TRUE,FALSE,"Oro Secco",NA,"Vella Cheese Company"
"750","Mi-Ewe","https://www.cheese.com/mi-ewe/","cow, sheep","United States","California",NA,"semi-hard, artisan",NA,NA,"crumbly","natural","pale yellow","buttery, citrusy, nutty, sharp","caramel, rich",TRUE,FALSE,NA,NA,"Weirauch Farm and Creamery"
"751","Midnight Blue","https://www.cheese.com/midnight-blue/","goat","United States","Colorado","Blue","semi-soft, blue-veined",NA,NA,"dense, dry","natural","pale yellow","pungent, sharp, spicy","goaty",TRUE,FALSE,NA,NA,"Avalanche Cheese Company"
"752","Midnight Moon®","https://www.cheese.com/midnight-moon/","goat","Holland",NA,"Gouda","hard",NA,NA,"creamy, crystalline",NA,"ivory","caramel, sweet",NA,NA,NA,NA,NA,NA
"753","Miette","https://www.cheese.com/miette/","goat, sheep","United States","Missouri","Brie","semi-soft, artisan",NA,NA,"creamy, runny","bloomy","cream","mushroomy, sweet, yeasty","barnyardy",FALSE,FALSE,NA,NA,"Baetje Farms LLC"
"754","Mihalic Peynir","https://www.cheese.com/mihalic-peynir/","sheep","Turkey","Bursa",NA,"hard, artisan","45%",NA,"crumbly, grainy, open",NA,"pale yellow","salty","strong",TRUE,FALSE,NA,NA,NA
"755","Milawa Affine","https://www.cheese.com/milawa-affine/","goat","Australia","North East Victoria",NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, smooth","ash coated","white","acidic, creamy",NA,FALSE,FALSE,"Milawa Ashed Chèvre",NA,"Milawa Cheese Company"
